"LWIC negative emotion (negemo), swear, anger, sad, death"
Liu 2005 negative sentiment lexicon
"Fast 2016 gender stereotypes: submissive, weak, violent, scary, hysterical, dominant, dependent, arrogant, angry, afraid"
"NRC emotion: Negative (associated with 'Anger', 'Disgust', 'Fear', 'Sadness')"

** after merging the lexicons we removed 65 words that occur also in the positive sentiment lexicon of Liu'05

abandon
abandon*
abandoned
abandonment
abduction
aberrant
aberration
abhor
abhorrent
abject
able
abnormal
abolish
abolition
abominable
abominably
abominate
abomination
abort
aborted
abortion
abortive
aborts
abrade
abrasion
abrasive
abrogate
abrupt
abruptly
abscess
abscond
absence
absent
absent-minded
absentee
absenteeism
absolute
absurd
absurdity
absurdly
absurdness
abuse
abuse*
abused
abuses
abusi*
abusive
abysmal
abysmally
abyss
accident
accidental
accost
accursed
accusation
accusations
accusative
accuse
accused
accuser
accuses
accusing
accusingly
acerbate
acerbic
acerbically
ache
ache*
ached
aches
achey
aching
acid
acrid
acridly
acridness
acrimonious
acrimoniously
acrimony
actionable
adamant
adamantly
adder
addict
addicted
addicting
addiction
addicts
adipose
adjudicate
admonish
admonisher
admonishingly
admonishment
admonition
adrift
adulterate
adulterated
adulteration
adulterier
adultery
advers*
adversarial
adversary
adverse
adversity
afflict
afflicted
affliction
afflictive
affront
afraid
aftermath
aftertaste
aged
aggravat*
aggravate
aggravated
aggravating
aggravation
aggress*
aggression
aggressive
aggressiveness
aggressor
aggrieve
aggrieved
aggrivation
aghast
agitat*
agitated
agitation
agonies
agoniz*
agonize
agonizing
agonizingly
agony
aground
ail
ailing
ailment
aimless
airs
alarm
alarm*
alarmed
alarming
alarmingly
alcoholic
alcoholism
alien
alienate
alienated
alienation
alimony
allegation
allegations
allege
allergic
allergies
allergy
alone
aloof
alpha
altercation
ambiguity
ambiguous
ambivalence
ambivalent
ambush
amiss
amnesia
amphetamines
amputate
amused
anaconda
anal
anarchism
anarchist
anarchistic
anarchy
anathema
ancient
anemic
anger
anger*
angina
angling
angr*
angrily
angriness
angry
anguish
anguish*
animosity
animus
annihilate
annihilated
annihilation
annoy
annoy*
annoyance
annoyances
annoyed
annoying
annoyingly
annoys
annul
annulment
anomalous
anomaly
anonymous
antagoni*
antagonism
antagonist
antagonistic
antagonize
anthrax
anti
anti-*
anti-american
anti-israeli
anti-occupation
anti-proliferation
anti-semites
anti-social
anti-us
anti-white
antichrist
antipathy
antiquated
antisocial
antithesis
antithetical
anxi*
anxieties
anxiety
anxious
anxiously
anxiousness
apache
apath*
apathetic
apathetically
apathy
aphid
apocalypse
apocalyptic
apologist
apologists
appal
appall
appall*
appalled
appalling
appallingly
appendicitis
apprehens*
apprehension
apprehensions
apprehensive
apprehensively
appropriation
arbitrary
arcane
archaic
arduous
arduously
argh*
argu*
argue
argument
argumentative
arid
armaments
armed
arraignment
arrears
arrest
arrogan*
arrogance
arrogant
arrogantly
arse
arsehole*
arsenic
arses
arson
artillery
asham*
ashamed
ashes
asinine
asininely
asinininity
askance
asperse
aspersion
aspersions
ass
assail
assailant
assassin
assassinate
assassination
assault
assault*
asses
asshole
asshole*
assult
assure
astray
astringent
asunder
asylum
atheism
atherosclerosis
atrocious
atrocities
atrocity
atrophy
attack
attack*
attacking
attacks
attenuated
attenuation
audacious
audaciously
audaciousness
audacity
audiciously
austere
austerity
authoritarian
autocrat
autocratic
autops*
autopsy
avalanche
avarice
avaricious
avariciously
avenge
avenger
averse
aversi*
aversion
avoid
avoid*
avoidance
awake
aweful
awful
awfully
awfulness
awkward
awkward*
awkwardness
awry
ax
babble
babbling
baboon
back-logged
back-wood
back-woods
backache
backaches
backaching
backbite
backbiting
backward
backwardness
backwards
backwater
backwood
backwoods
bacteria
bacterium
bad
badger
badly
badness
baffle
baffled
bafflement
baffling
bailiff
bait
bale
balk
balm
banal
banalize
bandit
bane
bang
banger
banish
banished
banishment
bankrupt
bankruptcy
banshee
barb
barbarian
barbaric
barbarically
barbarism
barbarity
barbarous
barbarously
bark
barred
barren
barricade
barrier
baseless
bash
bashed
bashful
bashful*
bashing
bastard
bastard*
bastards
batter
battered
battering
battery
battl*
battle
battled
battlefield
batty
bawdy
bayonet
bearer
bearish
beast
beastly
beat
beaten
beating
bedlam
bedlamite
befall
befoul
beg
beggar
beggarly
begging
beguile
behemoth
beholden
belabor
belated
beleaguer
belie
belittle
belittled
belittling
bellicose
belligerence
belligerent
belligerently
bellow
belt
bemoan
bemoaning
bemused
bender
bent
berate
bereave
bereave*
bereaved
bereavement
bereft
berserk
beseech
beset
besiege
besmirch
bestial
betray
betrayal
betrayals
betrayer
betraying
betrays
bewail
beware
bewilder
bewildered
bewildering
bewilderingly
bewilderment
bewitch
bias
biased
biases
bicker
bickering
bid-rigging
bier
big
bigot
bigoted
bigotries
bigotry
bile
biopsy
birch
birthplace
bitch
bitch*
bitchy
bite
biting
bitingly
bitter
bitter*
bitterly
bitterness
bizarre
blab
blabber
black
blackjack
blackmail
blackness
blah
blam*
blame
blameworthy
bland
blandish
blaspheme
blasphemous
blasphemy
blast
blasted
blatant
blatantly
blather
blaze
bleak
bleakly
bleakness
bleed
bleeding
bleeds
blemish
blight
blighted
blind
blinded
blinding
blindingly
blindly
blindness
blindside
blister
blistering
bloated
blob
blockade
blockage
blockhead
bloodshed
bloodthirsty
bloody
blot
blotchy
blow
blower
blowout
blues
bluff
blunder
blundering
blunders
blunt
blur
bluring
blurred
blurring
blurry
blurs
blurt
blush
boast
boastful
boasting
boggle
bogus
boil
boilerplate
boiling
boisterous
bold
bomb
bombard
bombardment
bombastic
bombed
bondage
bonds
bonkers
boob*
booby
bookworm
booming
booze
bore
bore*
bored
boredom
bores
boring
borrower
bossy
botch
bother
bother*
bothered
bothering
bothers
bothersome
bottom
bound
bout
bovine
bowdlerize
boycott
brag
braggart
bragger
brainless
brainwash
brandy
brash
brashly
brashness
brat
bravado
brawl
brazen
brazenly
brazenness
breach
break
break-up
break-ups
breakdown
breaking
breakneck
breaks
breakup
breakups
bribe
bribery
brigade
brimstone
bristle
brittle
broadside
broil
broke
broken
broken-hearted
brood
brothel
browbeat
bruise
bruised
bruises
bruising
brunt
brusque
brutal
brutal*
brutalising
brutalities
brutality
brutalize
brutalizing
brutally
brute
brutish
bs
buck
buckle
buffet
bug
bugaboo
bugging
buggy
bugs
bulbous
bulkier
bulkiness
bulky
bulkyness
bull*
bullies
bullshit
bullshyt
bully
bullying
bullyingly
bum
bummer
bump
bumped
bumping
bumpping
bumps
bumpy
bungle
bungler
bungling
bunk
burden
burden*
burdensome
burdensomely
bureaucracy
bureaucrat
burglar
burglary
burial
burial*
buried
burke
burn
burned
burning
burns
burnt
bury
bust
busted
busts
busybody
butcher
butchery
butt
butt's
butts
buzzed
buzzing
byzantine
cabal
cackle
cacophony
cadaver
cage
calamities
calamitous
calamitously
calamity
calculating
callous
calls
calumniate
calumniation
calumnies
calumnious
calumniously
calumny
campaigning
cancel
cancer
cancerous
canker
cannibal
cannibalism
cannibalize
cannon
capitulate
capricious
capriciously
capriciousness
capsize
captive
captivity
captor
capture
carcass
carcinoma
cardiomyopathy
careless
careless*
carelessness
caricature
caries
carnage
carnal
carnivorous
carp
cartel
cartoonish
case
cash-strapped
casket
casket*
caste
castigate
castrated
casualt*
casualty
cataclysm
cataclysmal
cataclysmic
cataclysmically
cataract
catastrophe
catastrophes
catastrophic
catastrophically
catastrophies
catheter
caustic
caustically
caution
cautionary
cautious
cave
cede
cemet*
cemetery
censor
censure
cess
cessation
chafe
chaff
chafing
chagrin
challenge
challenging
chaos
chaotic
charade
charge
chargeable
charmed
chase
chasten
chastise
chastisement
chatter
chatterbox
chatty
cheap
cheapen
cheaply
cheat
cheat*
cheated
cheater
cheating
cheats
checkered
cheerless
cheesecake
cheesy
chicane
chide
childish
chill
chilly
chintzy
chloroform
choke
cholera
choleric
chop
choppy
chore
chronic
chunky
cigarette
circumvention
clamor
clamorous
clash
clashing
claw
clenched
cliche
cliched
clingy
clique
clog
clogged
clogs
cloister
cloud
clouded
cloudiness
clouding
cloudy
clueless
clump
clumsy
clunky
coarse
cocaine
cock
cocks*
cocky
coerce
coercion
coercive
coffin
coffin*
cold
coldly
coldness
colic
collapse
collision
collude
collusion
coma
comatose
combat
combatant
combative
combust
comical
command
commiserate
committal
commonplace
commotion
commotions
communism
communist
competition
complacent
complain
complain*
complained
complaining
complains
complaint
complaints
complex
complexed
complexity
complicate
complicated
complication
complicit
complicity
compost
compulsion
compulsive
compulsory
conceal
concealed
concealment
concede
conceded
